#{"t_start": 1742503441.666784, "env_id": "None"}
r,l,t
10.0,7,17.967803
-10.0,9,17.969094
-20.0,25,17.973056
5.0,12,17.974809
0.0,11,17.976543
15.0,5,17.977296
0.0,8,17.978445
-20.0,13,17.980255
-15.0,11,17.981799
20.0,6,17.98265
5.0,6,17.983503
5.0,9,17.984766
20.0,6,17.98562
10.0,10,17.987028
-10.0,15,17.989101
20.0,6,17.989963
20.0,6,17.990826
30.0,8,17.992138
-5.0,10,17.993586
45.0,14,17.995552
15.0,8,17.996695
30.0,11,17.998289
-15.0,14,18.000256
5.0,9,18.001531
20.0,6,18.002401
5.0,6,18.003251
20.0,6,18.004177
-5.0,7,18.005217
5.0,6,18.006057
0.0,8,18.007327
0.0,11,18.008938
5.0,6,18.009816
-15.0,11,18.011401
0.0,8,18.012548
5.0,6,18.0134
15.0,5,18.014171
-10.0,12,18.015857
-5.0,7,18.016858
15.0,8,18.018203
30.0,8,18.019416
15.0,5,18.020148
-5.0,13,18.021957
20.0,6,18.022853
15.0,11,18.02443
0.0,11,18.026035
45.0,5,18.027104
-5.0,7,18.028225
-30.0,20,18.031012
15.0,11,18.032742
20.0,6,18.033608
90.0,18,18.036102
-30.0,26,18.039803
-20.0,19,18.042447
-5.0,13,18.044254
20.0,6,18.045108
-15.0,11,18.046644
15.0,5,18.047367
20.0,6,18.048213
-5.0,7,18.049204
-95.0,12,18.050862
15.0,5,18.051572
15.0,5,18.052283
15.0,8,18.053466
5.0,6,18.054337
5.0,6,18.055193
10.0,7,18.056315
5.0,6,18.057245
0.0,20,18.060131
25.0,7,18.061153
50.0,6,18.062029
5.0,18,18.064571
10.0,7,18.065558
5.0,6,18.066412
10.0,7,18.06741
10.0,7,18.068398
-30.0,41,18.074054
-5.0,7,18.075042
115.0,12,18.076688
-135.0,38,18.082119
15.0,5,18.082834
10.0,7,18.083825
-10.0,12,18.085461
25.0,13,18.087217
20.0,6,18.088108
20.0,6,18.088942
20.0,6,18.089766
35.0,6,18.090591
-5.0,7,18.091542
10.0,7,18.092497
-5.0,19,18.095034
-305.0,133,18.114584
15.0,8,18.115946
20.0,6,18.116847
20.0,6,18.117728
135.0,7,18.118834
5.0,6,18.119708
-5.0,7,18.120683
25.0,7,18.121646
25.0,7,18.122725
5.0,6,18.123595
10.0,7,18.124568
20.0,6,18.125407
10.0,7,18.126383
-45.0,23,18.129549
-5.0,10,18.130944
5.0,6,18.13178
5.0,6,18.132614
0.0,8,18.133717
30.0,8,18.134822
15.0,5,18.135519
25.0,7,18.13656
-5.0,13,18.138337
65.0,9,18.139562
0.0,14,18.141454
20.0,6,18.142269
15.0,5,18.143052
15.0,5,18.143756
-20.0,13,18.145521
35.0,9,18.146743
20.0,12,18.148374
5.0,6,18.149205
-25.0,15,18.15126
35.0,9,18.15247
15.0,5,18.153166
20.0,6,18.153979
15.0,14,18.155859
20.0,6,18.156688
25.0,34,18.16123
-5.0,10,18.162595
35.0,6,18.163413
-10.0,15,18.42635
50.0,6,18.427276
-35.0,31,18.431865
-5.0,16,18.434111
10.0,7,18.435125
-105.0,53,18.442323
30.0,5,18.443039
5.0,9,18.444304
10.0,10,18.445702
5.0,6,18.446559
-5.0,10,18.447964
-145.0,23,18.451096
15.0,5,18.451809
5.0,15,18.453882
15.0,5,18.454601
25.0,7,18.45559
-45.0,14,18.457511
5.0,6,18.458357
-25.0,9,18.459608
5.0,6,18.460455
15.0,8,18.461579
25.0,7,18.462566
-5.0,7,18.46354
5.0,15,18.465608
0.0,11,18.467134
5.0,6,18.467985
-125.0,21,18.470821
15.0,5,18.471523
20.0,6,18.472368
10.0,13,18.47415
15.0,5,18.474864
-5.0,7,18.475849
-5.0,10,18.477237
55.0,7,18.478221
-5.0,13,18.480002
20.0,15,18.482056
10.0,7,18.483041
5.0,18,18.485484
-85.0,57,18.493135
25.0,7,18.494117
5.0,9,18.495367
-15.0,23,18.498488
20.0,6,18.49934
5.0,9,18.50059
25.0,7,18.501565
20.0,18,18.504016
10.0,7,18.504996
0.0,26,18.508514
20.0,9,18.509765
-15.0,14,18.511677
15.0,11,18.513199
-5.0,7,18.514182
-5.0,7,18.51516
-15.0,11,18.516669
-85.0,8,18.517777
10.0,7,18.51876
5.0,6,18.519607
-25.0,15,18.521652
5.0,9,18.522891
-10.0,12,18.524532
-5.0,7,18.525512
20.0,9,18.526751
5.0,12,18.528394
30.0,11,18.529902
-5.0,10,18.53128
15.0,5,18.531987
0.0,11,18.533495
20.0,15,18.535542
10.0,7,18.536515
15.0,5,18.537219
10.0,10,18.538602
5.0,6,18.539445
20.0,6,18.540289
5.0,6,18.541136
25.0,7,18.542105
-5.0,13,18.543879
5.0,6,18.544719
-45.0,23,18.547818
-15.0,17,18.550123
20.0,15,18.552162
25.0,7,18.553141
25.0,7,18.554118
30.0,8,18.555225
20.0,6,18.556068
0.0,11,18.557583
45.0,5,18.5583
25.0,7,18.559277
-15.0,11,18.560779
-50.0,25,18.564142
25.0,7,18.565125
25.0,7,18.566097
15.0,5,18.566806
-10.0,15,18.568853
20.0,6,18.569693
30.0,8,18.570801
20.0,9,18.572038
0.0,8,18.573149
-75.0,7,18.574117
-5.0,7,18.575094
-5.0,13,18.576862
5.0,6,18.577708
5.0,12,18.579349
5.0,6,18.58019
5.0,9,18.581432
20.0,6,18.582267
20.0,6,18.583104
20.0,6,18.583938
10.0,7,18.584916
15.0,5,18.58562
5.0,6,18.58646
5.0,12,18.588109
-15.0,11,18.589626
-5.0,16,18.591803
25.0,13,18.593579
5.0,9,18.594817
-35.0,28,18.598589
-30.0,17,18.600904
-10.0,9,18.602146
10.0,7,18.603125
10.0,7,18.604106
-15.0,11,18.605612
5.0,9,18.606858
-25.0,9,18.608111
-10.0,12,18.609766
5.0,18,18.612224
10.0,7,18.613195
10.0,7,18.614173
10.0,10,18.615554
20.0,9,18.616799
25.0,7,18.617772
10.0,7,18.618752
-5.0,7,18.619731
55.0,7,18.620702
10.0,13,18.622473
15.0,14,18.624371
15.0,11,18.625825
40.0,16,18.627938
20.0,6,18.628755
15.0,5,18.629441
-5.0,7,18.630387
-5.0,7,18.631327
5.0,6,18.632139
-165.0,56,18.640519
-15.0,14,18.6424
10.0,7,18.643355
20.0,9,18.64457
-5.0,7,18.645522
-5.0,13,18.647715
-30.0,20,18.650354
15.0,5,18.651045
5.0,12,18.652645
20.0,9,18.653851
25.0,7,18.654792
-15.0,14,18.656654
0.0,8,18.657748
15.0,11,18.659211
20.0,9,18.660405
25.0,7,18.661351
20.0,9,18.662554
-30.0,17,18.664774
25.0,7,18.665718
-5.0,7,18.666656
5.0,6,18.667482
-5.0,7,18.66843
20.0,6,18.669252
5.0,6,18.670064
-20.0,25,18.673339
-40.0,24,18.676442
30.0,11,18.677902
-35.0,31,18.681932
-140.0,34,18.686356
5.0,6,18.687169
-10.0,9,18.688409
-10.0,9,18.689609
5.0,6,18.690423
15.0,5,18.691111
5.0,6,18.691928
0.0,17,18.694153
-10.0,15,18.696115
-20.0,16,18.698206
15.0,5,18.698902
15.0,5,18.699583
20.0,6,18.70039
-30.0,26,18.703765
45.0,8,18.704835
20.0,9,18.706035
35.0,6,18.706851
0.0,14,18.708693
-5.0,7,18.70963
0.0,11,18.711074
5.0,9,18.712274
-5.0,10,18.713601
-5.0,7,18.714537
10.0,7,18.715479
-45.0,35,18.967409
5.0,6,18.968345
10.0,7,18.969381
20.0,6,18.970263
-75.0,23,18.973458
10.0,7,18.974467
15.0,5,18.975207
20.0,6,18.976074
35.0,12,18.977765
25.0,10,18.979176
10.0,7,18.980226
5.0,6,18.981103
25.0,7,18.982117
5.0,6,18.982989
5.0,6,18.983859
15.0,5,18.984584
20.0,12,18.986264
-110.0,21,18.989173
-5.0,7,18.990171
20.0,15,18.992264
45.0,8,18.993405
40.0,10,18.994812
10.0,7,18.995815
-10.0,30,18.999942
20.0,6,19.00081
0.0,8,19.002331
5.0,6,19.004777
10.0,10,19.006481
5.0,6,19.007363
-160.0,69,19.018796
25.0,7,19.019843
-130.0,60,19.028307
30.0,8,19.029465
0.0,11,19.031024
30.0,8,19.032156
5.0,6,19.033165
-5.0,13,19.034967
25.0,7,19.035961
-5.0,7,19.036971
10.0,7,19.03803
130.0,8,19.039194
-5.0,7,19.040193
25.0,7,19.04119
-45.0,26,19.044773
25.0,7,19.045768
-25.0,15,19.047843
-35.0,22,19.050869
25.0,19,19.053646
15.0,5,19.054421
10.0,7,19.055435
-65.0,16,19.057648
10.0,7,19.058642
10.0,7,19.059627
15.0,11,19.061146
15.0,14,19.063058
20.0,6,19.063901
10.0,10,19.065295
15.0,8,19.066406
10.0,10,19.067789
5.0,6,19.068636
10.0,7,19.069611
25.0,7,19.070598
-5.0,7,19.071578
40.0,7,19.072555
20.0,6,19.073394
10.0,19,19.07597
25.0,7,19.076991
20.0,6,19.077852
-25.0,15,19.079919
20.0,6,19.080768
150.0,4,19.081361
-10.0,27,19.085015
-310.0,126,19.106337
35.0,12,19.108086
50.0,6,19.108963
0.0,8,19.110096
10.0,7,19.111146
5.0,6,19.112
30.0,8,19.113128
20.0,6,19.11398
15.0,8,19.115092
-85.0,24,19.118467
20.0,6,19.119318
25.0,7,19.120414
5.0,6,19.121334
-5.0,10,19.12288
10.0,19,19.125556
-5.0,13,19.127367
0.0,11,19.128887
20.0,6,19.129862
15.0,5,19.130601
-5.0,19,19.13327
20.0,15,19.135344
15.0,11,19.136921
30.0,8,19.13804
5.0,6,19.138882
10.0,13,19.140674
20.0,6,19.141523
20.0,9,19.142766
20.0,12,19.144423
35.0,6,19.14537
0.0,8,19.146502
-95.0,61,19.154685
15.0,5,19.155456
5.0,6,19.156383
-5.0,22,19.159454
-5.0,10,19.160866
25.0,7,19.161864
35.0,9,19.163128
10.0,7,19.164117
5.0,6,19.16495
-60.0,50,19.171638
-20.0,13,19.173373
5.0,6,19.174199
5.0,6,19.175016
15.0,5,19.175701
5.0,15,19.17771
-35.0,25,19.181047
5.0,6,19.181868
25.0,7,19.182818
-55.0,36,19.18749
-10.0,9,19.188709
0.0,8,19.189833
-125.0,52,19.19652
10.0,7,19.197463
5.0,6,19.198269
15.0,20,19.200986
-5.0,7,19.201942
-5.0,7,19.202891
15.0,5,19.203579
30.0,8,19.204643
5.0,6,19.205453
-5.0,7,19.206401
-15.0,20,19.209015
5.0,9,19.210211
-70.0,36,19.214928
0.0,11,19.216417
-5.0,7,19.217425
-10.0,12,19.219098
10.0,7,19.22007
-5.0,10,19.221428
-5.0,7,19.222392
5.0,9,19.22362
20.0,6,19.224446
5.0,6,19.225283
5.0,6,19.226112
20.0,6,19.226945
15.0,5,19.227657
-10.0,12,19.229277
75.0,45,19.23522
25.0,7,19.236175
30.0,8,19.237272
-5.0,7,19.238239
15.0,17,19.240513
150.0,4,19.241089
-10.0,27,19.244671
5.0,12,19.246281
20.0,6,19.247107
-10.0,9,19.248323
0.0,8,19.249416
15.0,5,19.250114
-10.0,12,19.251732
-5.0,7,19.252699
5.0,6,19.253534
-20.0,10,19.254893
-30.0,20,19.508535
25.0,10,19.510012
-15.0,11,19.511788
-10.0,12,19.513665
10.0,10,19.515134
25.0,13,19.516993
20.0,6,19.517874
20.0,6,19.518916
-5.0,7,19.519954
-5.0,10,19.521579
15.0,5,19.522337
-5.0,7,19.523355
5.0,33,19.528373
10.0,10,19.529815
20.0,6,19.53069
25.0,7,19.531702
5.0,15,19.533891
5.0,6,19.534772
-35.0,25,19.538346
15.0,11,19.539912
-5.0,10,19.541334
20.0,9,19.542628
-30.0,17,19.545006
35.0,9,19.546284
15.0,5,19.547103
-200.0,76,19.557738
-5.0,22,19.560776
5.0,18,19.563266
25.0,10,19.56466
0.0,8,19.565773
-15.0,23,19.568908
35.0,9,19.570174
20.0,9,19.57155
5.0,9,19.572846
5.0,6,19.573723
-35.0,22,19.576788
-50.0,40,19.582321
25.0,10,19.58376
20.0,6,19.584622
-100.0,17,19.586977
0.0,8,19.588207
-5.0,7,19.589228
-5.0,7,19.590233
-80.0,6,19.59109
25.0,7,19.592096
-25.0,33,19.596679
-5.0,7,19.597687
-35.0,16,19.59991
15.0,5,19.600643
-10.0,12,19.60232
5.0,15,19.604413
-95.0,12,19.606082
20.0,6,19.606944
-115.0,20,19.6097
5.0,6,19.61056
15.0,5,19.611284
10.0,13,19.613098
40.0,7,19.614101
15.0,14,19.616045
20.0,6,19.616906
-5.0,7,19.617905
5.0,6,19.618762
20.0,6,19.619619
45.0,11,19.621157
15.0,11,19.622703
0.0,26,19.626283
-10.0,15,19.628366
-105.0,47,19.634776
20.0,6,19.63564
5.0,6,19.636506
-5.0,7,19.637507
-80.0,6,19.638359
20.0,6,19.639218
25.0,10,19.64063
-190.0,90,19.652881
-80.0,6,19.653731
-50.0,16,19.655944
30.0,11,19.657487
-10.0,21,19.660793
5.0,6,19.661692
0.0,11,19.663231
25.0,16,19.665423
5.0,6,19.666264
-25.0,9,19.667519
5.0,12,19.669165
-130.0,54,19.676785
20.0,6,19.677708
-40.0,27,19.681467
-70.0,15,19.683569
-25.0,18,19.68617
10.0,7,19.687193
5.0,6,19.688058
30.0,8,19.689197
-110.0,15,19.691286
15.0,5,19.692021
20.0,6,19.692888
15.0,8,19.69403
-45.0,35,19.698974
-5.0,31,19.70326
25.0,10,19.704652
5.0,6,19.705501
-5.0,7,19.706612
20.0,6,19.70747
0.0,11,19.708987
-70.0,42,19.714552
0.0,8,19.715655
-25.0,18,19.718194
5.0,6,19.719033
40.0,7,19.719999
10.0,7,19.720952
-10.0,18,19.723321
15.0,5,19.72401
-45.0,23,19.727046
115.0,14,19.728941
-70.0,36,19.73372
-70.0,42,19.739218
-20.0,13,19.740986
25.0,10,19.74233
5.0,6,19.743159
20.0,6,19.743973
-45.0,44,19.749959
-45.0,20,19.752619
-80.0,6,19.753451
-50.0,25,19.757072
-5.0,16,19.759225
-40.0,24,19.762437
5.0,6,19.763395
-5.0,16,19.765571
-25.0,27,19.769246
20.0,6,19.770084
-5.0,13,19.771844
5.0,6,19.772672
5.0,6,19.773511
-60.0,32,19.777875
25.0,7,19.77885
20.0,12,19.780461
-90.0,7,19.781414
10.0,10,19.782775
-5.0,7,19.783737
25.0,19,19.786294
25.0,7,19.787253
0.0,20,19.790027
10.0,7,19.791001
-5.0,7,19.791952
-65.0,19,20.078287
-20.0,40,20.08491
-110.0,15,20.087076
20.0,9,20.08859
5.0,9,20.089951
5.0,6,20.090823
20.0,9,20.092098
15.0,8,20.093215
-95.0,6,20.094073
10.0,13,20.096099
-60.0,17,20.098494
20.0,12,20.101123
30.0,20,20.107716
-95.0,9,20.109205
20.0,6,20.110251
-5.0,7,20.111306
20.0,6,20.112192
20.0,9,20.113518
-10.0,18,20.117138
5.0,9,20.119315
5.0,6,20.120232
-35.0,22,20.123545
130.0,5,20.124293
10.0,7,20.12534
15.0,5,20.126113
-10.0,12,20.127835
-5.0,16,20.130237
30.0,8,20.131456
30.0,8,20.13263
-10.0,9,20.134098
5.0,9,20.141409
-5.0,10,20.142854
-10.0,15,20.145343
15.0,5,20.146127
-90.0,7,20.147259
-95.0,9,20.149403
20.0,6,20.150299
5.0,9,20.15165
-20.0,19,20.154716
10.0,10,20.156126
25.0,7,20.157268
-115.0,54,20.165288
5.0,6,20.166191
-5.0,10,20.167606
5.0,6,20.16861
30.0,8,20.169827
5.0,9,20.171174
20.0,12,20.172937
20.0,6,20.173813
5.0,6,20.174684
30.0,8,20.17583
-50.0,28,20.179755
55.0,7,20.18075
-120.0,19,20.18333
-70.0,39,20.188769
30.0,11,20.190317
-75.0,7,20.191308
5.0,15,20.193388
-10.0,15,20.195501
20.0,6,20.196364
20.0,6,20.197226
-35.0,13,20.199053
20.0,6,20.199917
10.0,7,20.200913
15.0,11,20.202443
-5.0,19,20.205095
20.0,6,20.205961
-15.0,11,20.207504
-50.0,28,20.211358
55.0,7,20.212438
20.0,6,20.213323
25.0,7,20.214329
25.0,16,20.216545
-90.0,7,20.217523
5.0,6,20.218374
15.0,5,20.219095
20.0,6,20.220085
20.0,6,20.220947
65.0,9,20.222205
30.0,11,20.223727
-80.0,22,20.226748
15.0,5,20.227463
20.0,18,20.229906
30.0,17,20.232212
-20.0,10,20.233698
5.0,6,20.234604
-90.0,7,20.235622
130.0,5,20.236366
45.0,8,20.237526
25.0,10,20.238996
0.0,20,20.241995
-85.0,5,20.242718
15.0,5,20.243451
-120.0,22,20.246468
-5.0,7,20.247504
30.0,8,20.24864
-5.0,7,20.249625
10.0,10,20.251008
0.0,8,20.252124
-5.0,7,20.253103
25.0,7,20.254114
25.0,7,20.255156
15.0,5,20.255887
25.0,5,20.256613
-330.0,122,20.273476
15.0,5,20.274215
-10.0,15,20.276356
20.0,6,20.277223
25.0,7,20.278183
0.0,8,20.279267
15.0,8,20.280348
5.0,6,20.281163
-10.0,18,20.283724
15.0,5,20.284447
-105.0,47,20.290806
-10.0,9,20.292071
-120.0,41,20.297622
-5.0,7,20.298596
-5.0,7,20.299562
25.0,13,20.301285
-10.0,15,20.303401
5.0,6,20.304236
5.0,9,20.305455
-15.0,11,20.306926
10.0,25,20.310252
15.0,5,20.310946
25.0,7,20.3119
15.0,11,20.313383
-5.0,7,20.314333
15.0,5,20.315034
25.0,7,20.316005
5.0,6,20.316851
10.0,7,20.317813
-20.0,16,20.319925
-145.0,26,20.323381
25.0,7,20.324345
-125.0,9,20.325545
5.0,6,20.326362
15.0,5,20.327048
15.0,5,20.327735
10.0,7,20.328694
5.0,6,20.329533
-5.0,7,20.330489
-15.0,14,20.332465
25.0,7,20.333434
30.0,5,20.334132
0.0,17,20.3364
-45.0,26,20.340142
-45.0,35,20.344781
-30.0,14,20.346651
5.0,9,20.347853
15.0,8,20.348934
5.0,12,20.350535
-30.0,35,20.355245
15.0,20,20.357911
5.0,6,20.358811
20.0,6,20.359646
15.0,14,20.361523
25.0,7,20.362481
5.0,6,20.363305
-10.0,9,20.364515
-75.0,44,20.370358
5.0,6,20.371182
-100.0,14,20.373053
5.0,9,20.374267
20.0,6,20.375087
65.0,9,20.376284
-80.0,58,20.639722
25.0,7,20.640792
55.0,7,20.641812
35.0,21,20.644966
5.0,12,20.646684
-5.0,7,20.64769
-55.0,48,20.654538
20.0,6,20.655429
10.0,7,20.656436
35.0,9,20.657788
-50.0,28,20.661652
20.0,12,20.663333
75.0,39,20.668661
-80.0,37,20.673695
40.0,10,20.675092
-75.0,62,20.683445
15.0,5,20.684159
35.0,9,20.685586
0.0,8,20.686817
25.0,13,20.688704
5.0,6,20.689595
15.0,5,20.690333
15.0,20,20.693147
20.0,9,20.694441
15.0,17,20.696835
35.0,12,20.698534
30.0,8,20.699685
35.0,6,20.70056
10.0,7,20.701568
25.0,10,20.702989
-55.0,36,20.707946
-5.0,7,20.708945
25.0,7,20.709954
25.0,10,20.71136
10.0,7,20.712361
35.0,6,20.713322
-10.0,18,20.715839
-10.0,18,20.718352
0.0,8,20.719516
-95.0,12,20.721172
10.0,7,20.722156
20.0,6,20.723013
25.0,7,20.723999
-135.0,13,20.725803
-20.0,16,20.728092
15.0,5,20.728827
115.0,14,20.730801
30.0,8,20.731943
20.0,6,20.732811
50.0,6,20.733724
10.0,7,20.734745
5.0,6,20.735601
25.0,19,20.738223
5.0,6,20.739079
5.0,12,20.740807
5.0,6,20.741692
10.0,16,20.74394
45.0,14,20.745911
5.0,6,20.746781
100.0,17,20.749207
35.0,12,20.750873
15.0,5,20.751587
145.0,36,20.756476
15.0,5,20.757198
-5.0,10,20.758574
-25.0,18,20.76103
-25.0,21,20.763984
35.0,6,20.764844
20.0,6,20.765697
-55.0,24,20.768978
10.0,7,20.769974
35.0,9,20.771231
-15.0,44,20.777307
-70.0,5,20.778034
35.0,9,20.779323
20.0,6,20.780192
-290.0,127,20.797453
20.0,6,20.79832
-5.0,10,20.799716
10.0,7,20.800698
0.0,11,20.802216
10.0,7,20.803256
-5.0,7,20.80424
10.0,22,20.807194
5.0,6,20.808053
30.0,17,20.810381
35.0,9,20.811635
15.0,5,20.812342
0.0,14,20.814257
0.0,11,20.815783
10.0,7,20.816859
-25.0,15,20.818983
45.0,8,20.820114
30.0,8,20.821246
-10.0,9,20.822507
-5.0,10,20.823905
20.0,9,20.825157
5.0,6,20.826016
-5.0,7,20.827
10.0,10,20.828384
-10.0,15,20.83044
0.0,8,20.831563
10.0,7,20.832555
15.0,11,20.834076
-35.0,19,20.836675
0.0,11,20.838303
15.0,11,20.839795
5.0,6,20.840615
5.0,6,20.841426
25.0,13,20.84315
-60.0,14,20.845099
25.0,13,20.846851
-15.0,8,20.847948
0.0,14,20.849822
15.0,5,20.850527
25.0,7,20.85149
10.0,19,20.854038
35.0,6,20.854863
25.0,7,20.855822
15.0,5,20.856514
-35.0,10,20.857851
35.0,6,20.858687
30.0,8,20.859769
-90.0,26,20.863199
-5.0,7,20.864138
5.0,9,20.865361
30.0,11,20.866834
15.0,5,20.867523
-5.0,7,20.868467
10.0,13,20.870195
15.0,5,20.870883
-130.0,51,20.877527
20.0,12,20.879118
-5.0,7,20.880073
-140.0,46,20.886031
20.0,6,20.88686
35.0,9,20.888067
5.0,9,20.889272
20.0,9,20.890477
-10.0,12,20.892069
5.0,6,20.89289
10.0,7,20.893849
10.0,7,20.894797
-5.0,7,20.89574
5.0,6,20.896556
120.0,7,20.89751
15.0,5,20.898194
20.0,6,20.899006
20.0,6,20.899821
45.0,14,20.901683
15.0,5,20.90237
25.0,7,20.903316
40.0,13,20.905033
-10.0,21,20.907811
0.0,8,20.9089
35.0,9,20.910102
-25.0,18,20.912458
-20.0,28,20.916177
50.0,9,20.917395
0.0,14,20.919253
20.0,9,20.920454
15.0,5,20.921138
20.0,6,21.190158
-10.0,9,21.191596
-5.0,7,21.192652
-15.0,8,21.193822
35.0,9,21.195119
-85.0,27,21.199093
15.0,5,21.199867
30.0,8,21.201025
-30.0,17,21.203393
-5.0,7,21.204391
30.0,8,21.205524
20.0,6,21.20639
15.0,8,21.207513
-20.0,13,21.209312
30.0,8,21.210434
-35.0,28,21.21425
20.0,12,21.215906
5.0,9,21.21717
45.0,5,21.217888
15.0,5,21.2186
-15.0,11,21.220297
15.0,5,21.221081
5.0,6,21.221966
15.0,8,21.223111
20.0,6,21.223971
10.0,7,21.22501
10.0,7,21.226314
5.0,12,21.228033
-10.0,21,21.230914
30.0,8,21.232033
50.0,9,21.233288
-25.0,9,21.234531
20.0,6,21.235379
20.0,6,21.236226
30.0,8,21.237343
65.0,18,21.239805
0.0,8,21.240921
-5.0,7,21.241979
5.0,6,21.242876
20.0,6,21.243757
-10.0,27,21.247498
20.0,6,21.248361
10.0,7,21.249409
-65.0,34,21.254169
20.0,6,21.255039
-30.0,23,21.258234
30.0,8,21.259376
-15.0,8,21.260524
0.0,11,21.262082
-10.0,21,21.265001
15.0,5,21.265725
-5.0,16,21.267946
5.0,9,21.269224
20.0,6,21.270097
10.0,16,21.272315
5.0,6,21.273181
5.0,6,21.274044
-15.0,17,21.276401
-10.0,12,21.278065
25.0,7,21.279062
15.0,11,21.280599
20.0,9,21.281875
20.0,6,21.282733
-5.0,10,21.284126
20.0,6,21.284988
10.0,16,21.287201
15.0,5,21.287919
25.0,7,21.288914
20.0,6,21.289765
10.0,10,21.291176
5.0,9,21.292442
-15.0,8,21.293566
20.0,9,21.294832
10.0,16,21.297046
-35.0,19,21.299654
-20.0,31,21.303891
15.0,5,21.304617
5.0,6,21.305939
-85.0,27,21.309668
25.0,7,21.310669
55.0,7,21.311941
0.0,8,21.313108
0.0,11,21.31495
20.0,6,21.315822
25.0,10,21.317359
15.0,5,21.318102
-25.0,21,21.320968
-80.0,43,21.326967
-20.0,22,21.33002
45.0,8,21.331221
-5.0,7,21.332222
-10.0,9,21.333475
-5.0,7,21.334467
5.0,6,21.335316
-20.0,10,21.336712
-5.0,19,21.339296
-15.0,14,21.341208
-10.0,30,21.345228
40.0,19,21.347805
25.0,7,21.348776
0.0,8,21.349891
-5.0,7,21.350873
-10.0,9,21.352121
5.0,12,21.353774
20.0,9,21.355022
20.0,12,21.356665
-5.0,13,21.358438
5.0,7,21.359407
-15.0,14,21.361319
15.0,5,21.362034
25.0,13,21.363801
10.0,7,21.364773
5.0,6,21.365614
25.0,7,21.366583
-5.0,10,21.367944
15.0,8,21.369044
15.0,5,21.369749
10.0,16,21.372198
-85.0,8,21.373316
5.0,30,21.377377
5.0,9,21.378616
20.0,6,21.379452
15.0,5,21.380603
5.0,6,21.381474
-5.0,10,21.382867
-100.0,8,21.383986
15.0,23,21.387116
15.0,5,21.387829
0.0,11,21.389344
45.0,5,21.390029
-25.0,12,21.391642
-20.0,34,21.396078
5.0,6,21.396898
20.0,6,21.397714
15.0,11,21.399167
25.0,7,21.400123
35.0,6,21.400944
15.0,5,21.40169
30.0,11,21.403213
15.0,8,21.404308
-20.0,13,21.406052
35.0,12,21.407653
55.0,13,21.409384
-15.0,11,21.410856
0.0,8,21.411941
10.0,16,21.414058
20.0,6,21.414881
-10.0,9,21.416097
-25.0,15,21.418085
30.0,8,21.419175
-15.0,11,21.420647
10.0,10,21.421998
20.0,9,21.423209
20.0,6,21.424026
0.0,8,21.425104
-65.0,34,21.429548
15.0,5,21.430234
-5.0,31,21.434268
15.0,5,21.434963
-40.0,21,21.437717
15.0,5,21.438403
105.0,13,21.440145
-5.0,16,21.442262
5.0,9,21.443467
40.0,7,21.444405
-20.0,22,21.447277
20.0,6,21.44809
-5.0,7,21.449031
5.0,9,21.450232
15.0,5,21.450913
20.0,6,21.451733
20.0,6,21.452541
35.0,9,21.453741
25.0,10,21.455076
30.0,5,21.45577
15.0,5,21.456449
40.0,10,21.457776
60.0,8,21.458846
20.0,6,21.459661
-5.0,19,21.46215
0.0,8,21.463229
15.0,5,21.463923
110.0,23,21.466931
15.0,11,21.468392
5.0,6,21.469208
10.0,7,21.470158
30.0,6,21.470977
30.0,14,21.472862
-15.0,8,21.473936
-90.0,7,21.474878
-15.0,8,21.475946
15.0,26,21.479341
15.0,11,21.480801
35.0,6,21.481623
20.0,6,21.482437
40.0,13,21.73292
5.0,9,21.734299
-75.0,41,21.739876
-20.0,13,21.741673
30.0,8,21.742795
5.0,6,21.743643
55.0,16,21.745826
5.0,12,21.747471
10.0,13,21.749251
-50.0,28,21.753013
50.0,6,21.753858
10.0,7,21.754834
20.0,9,21.756074
20.0,12,21.757712
75.0,14,21.759617
-45.0,11,21.761128
30.0,6,21.761969
25.0,7,21.762939
20.0,9,21.764176
10.0,7,21.765146
-70.0,39,21.771125
15.0,11,21.773043
-35.0,13,21.775288
-10.0,12,21.777401
0.0,17,21.780212
25.0,10,21.781679
-65.0,19,21.784665
20.0,6,21.785543
30.0,11,21.787095
-5.0,7,21.788087
20.0,9,21.789445
-100.0,51,21.796737
5.0,9,21.798046
30.0,8,21.799185
25.0,10,21.800583
50.0,9,21.801912
-40.0,12,21.803882
5.0,15,21.805957
40.0,10,21.807347
20.0,6,21.808195
15.0,5,21.808916
30.0,8,21.810035
15.0,14,21.811942
0.0,11,21.813457
10.0,7,21.814435
20.0,21,21.817383
20.0,6,21.818235
-70.0,18,21.820696
50.0,12,21.822333
15.0,5,21.823049
-85.0,42,21.82872
30.0,11,21.83032
-10.0,21,21.833184
15.0,5,21.833897
-25.0,15,21.835938
65.0,9,21.837179
15.0,8,21.838294
35.0,9,21.839542
25.0,16,21.841702
40.0,10,21.843067
15.0,5,21.84377
10.0,16,21.845922
15.0,5,21.846627
40.0,13,21.848383
20.0,6,21.849229
55.0,19,21.851775
40.0,10,21.853128
20.0,15,21.855145
-5.0,10,21.856503
-10.0,12,21.858125
-5.0,19,21.860679
25.0,7,21.861649
35.0,9,21.862871
25.0,7,21.863844
10.0,7,21.864807
-5.0,7,21.865773
-10.0,18,21.868191
